test_id,price
3728,3.844698589030392
11185,3.3448866983580845
4719,3.4350665026083824
9326,3.4110629622760773
10154,3.3448866983580845
7230,3.0770927212687482
8525,4.031154438219007
8584,2.964948721651416
1865,3.130374704642979
3207,3.742461106357118
7111,3.2797331513166452
6004,6.925761339794211
239,5.718672474101844
10558,3.080824417970054
3661,3.793492482045912
3531,3.6383184017140873
9861,3.115331579777572
4341,3.5522158222198255
7138,2.6757620632328214
11591,3.698723756171726
9259,3.6222020216874022
14806,2.9395482367527657
7160,4.8229404853324365
13183,3.1391935909301063
11670,3.3448866983580845
487,5.104342926815702
4195,3.4350665026083824
1755,3.297290127435162
1781,3.074590308111906
215,2.8221748445892945
4223,3.4350665026083824
5108,3.30109691781919
2828,3.5906537290354446
6838,3.055245243119182
5050,3.1280123361432604
682,5.718672474101844
14855,2.935931635842782
5098,3.4063183100302346
3506,3.2407296639416456
11679,3.3472669551899163
13984,2.8311365178284498
9981,2.9529922836429763
11149,3.022831426030044
3108,3.261629552529601
6489,2.9771809729250314
8293,2.9085493164944554
10136,3.0169949718404547
11796,3.6624733754553813
10062,4.688523702071568
7409,3.5169116459601613
11299,2.8830862803317805
1400,2.945360414728433
10879,3.21970183177453
4009,3.6627678275722935
14771,3.3883438895473463
12664,2.8315054509296247
2228,3.8741595191314975
12274,3.3448866983580845
11160,3.6399476733494835
5371,3.630928413823657
12380,3.3448866983580845
10160,3.247148797492946
11013,3.1131782767433953
3134,3.187076733036521
11551,3.310744109245824
12246,3.4553548309061335
14600,3.182099117807874
1823,2.915019340019602
13979,3.0590637945360424
14803,3.666230571627065
5877,3.3227822220816776
4184,3.095142076540157
10991,3.108552768607382
7232,3.4543221972372202
739,5.718672474101844
12175,3.6559409868553834
5674,3.9774759070312258
8062,4.208527732952469
6537,3.724558101810078
5466,2.384565369353267
946,4.248481313852535
1792,3.1204823598241496
10812,2.8315054509296247
5203,3.665863690932024
4729,3.76916091732149
11677,3.0429166979029714
10277,3.4359293965734983
3863,3.6710087208324182
1446,3.6523060333703707
11151,3.0941058732844438
1680,3.2089341829638927
8523,3.1673983999397612
2497,3.3052490112405306
5837,5.263250101851848
2309,3.2898335067298463
10959,3.4137892948259405
13471,3.241294070300136
4420,3.814941700685976
2070,3.132225118819646
6909,5.263250101851848
7474,2.126966307545848
694,5.104342926815702
1030,4.024223898926973
4554,3.5522158222198255
4449,3.130374704642979
4628,2.6980595580179716
7731,4.3084015379699165
5352,3.665863690932024
7869,3.213189255690921
2750,3.6100340367238553
5175,3.281859831694652
5678,3.821285736808186
6871,3.2966677781994123
722,5.104342926815702
11673,3.7532173703831475
14992,3.354817908591527
9440,3.814478353514627
13315,3.4460526839198886
685,3.8538208228821142
89,3.2498047480338523
1397,3.022064901352208
8266,3.9187901125674416
233,5.718672474101844
1898,3.6387509861920653
448,3.4576409506717956
10832,3.0243776742974524
9993,3.0309039394716133
5202,3.267918906894113
9203,2.929158561533149
12969,3.277418100074234
6458,3.6824893787404216
5131,3.4972566015037394
601,2.8250342587816566
1424,3.921791299358955
6339,3.556996482458021
3079,3.3472576869630775
14195,3.4836654528591366
14348,3.0639791126595886
5498,3.3264979104754886
8550,2.6905569939363
6567,2.9420792453468025
10881,4.947054403302
4110,3.665863690932024
3430,3.74135172607126
14849,3.4678072775959277
13395,3.5228175275084177
585,5.718672474101844
11247,3.5287370362670036
12058,3.8007486609007874
1537,3.206086005063328
14239,2.5401963264185055
4945,3.674536655253533
8306,3.9187901125674416
9753,4.644501104776104
2723,3.0482624734833528
866,3.236800049153803
20,3.2428760170798423
9285,3.3998186524782303
10624,2.854522523664213
5346,4.068208182148872
973,3.4287209887828016
48,3.834238458602629
6174,3.9432337527198253
12609,3.208955077660367
8744,4.581088751352888
7663,3.252424187337341
7449,3.9206379340783006
2635,3.5961115647937465
2145,3.1004817822621598
14255,3.695417511494999
13064,3.6399476733494835
2616,3.6627678275722935
4055,2.936302580291449
8540,3.2779370986211798
7308,3.195392749258169
10644,2.9224571253118516
4995,2.918159479399746
3869,3.5318439750769333
7655,3.821285736808186
2056,2.748365290364915
10725,2.840988155722495
8268,3.7472190101258738
3706,3.7690212154833467
2632,3.5337705980065954
9209,3.8382237125148686
2081,3.291755329806206
10810,4.289846206540913
8598,3.529336704104622
8318,3.9187901125674416
4318,3.1512348166725683
10314,3.520359447203496
11562,3.5941245846436978
5220,3.4661569504548675
14214,3.787745483819898
587,5.104342926815702
12755,3.6399476733494835
11442,2.9631207195045057
8474,3.9187901125674416
3990,3.501929795953189
12396,2.865738695120894
3457,3.819514771268782
4451,3.3210737063602576
3862,3.087614400163427
9333,4.0863606394085386
13862,4.462222758533072
13601,2.900396489114353
14920,3.1606916294448135
14713,2.738329891112775
1861,2.9204305408885034
12268,3.915741225385713
7085,3.036166033261234
2161,6.180279382552266
8759,3.886881575721978
11310,3.0309039394716133
804,3.170999641532277
4087,3.7506203339477917
1331,3.5349984433552666
13211,3.0429166979029714
8510,3.346269503741879
13952,3.452294946612301
2100,3.233394261071716
8088,3.213189255690921
12230,4.704455887749522
8305,4.534946789304899
9251,3.5850478143619005
14426,3.3568470113328237
11724,3.0354838339057078
5326,3.7012747031468693
5654,3.821285736808186
2897,3.21700951008342
13830,3.3004714612756976
12399,5.072599791870378
8581,3.685058269150672
13912,3.559502609031576
13084,2.8097123026666924
2822,4.043865287009121
14076,2.8302295204308003
10040,3.1644467809447034
12032,2.7196397949239315
7311,3.2797331513166452
2536,3.6123925635622487
7201,3.181153042408768
13310,3.208955077660367
9340,3.6222020216874022
8991,3.8823056586570504
2159,3.833210151769701
12788,3.0161751773335475
12495,3.452294946612301
5297,3.1033790287706147
6329,3.4576619134349835
4136,4.068208182148872
1646,3.0236392684522984
4303,3.5117591870638765
9723,3.4521656057861967
11622,3.3708634099008505
3461,3.7929806758788884
5993,3.0673309405410927
13660,3.3448866983580845
1813,3.3060297825998
5875,3.4311181138728912
13712,3.742741433808985
5887,2.881778974589609
14692,4.462222758533072
13981,3.745538203651755
10263,3.1403819376472346
6510,5.263250101851848
3557,3.5580146007218905
624,5.104342926815702
14314,2.8391370348524885
14602,2.3005698328581756
4077,3.4070132571899525
1695,4.191328108622088
5972,3.521662132043766
13940,3.208955077660367
12071,4.289846206540913
2708,3.50745650388796
7268,3.2046845885827335
12904,3.85578790347688
13732,3.1573609383420327
11244,3.185014607950656
10555,3.1169907374552603
10242,4.991306216956425
10492,3.0960922856873907
8937,3.615908331449661
627,5.718672474101844
2438,3.5997529105887915
6702,3.183284212505922
5988,3.6192947962390307
12455,2.8311365178284498
4247,3.192278826255494
7969,2.9420792453468025
3783,3.824483775123566
14259,2.8086041310511995
3691,3.1114808470371
14153,4.262586088639192
6083,3.2496664109592532
1360,3.254722217016703
8008,4.167289385818037
23,3.0249321878883544
11427,3.452294946612301
10204,3.0793746767887917
8174,3.654429593322244
12076,3.2607503551765404
10352,4.154562392431943
2507,3.3595538178494593
6010,3.4512241111024773
12849,2.893371863606115
7237,2.847594525293084
4941,4.063941834282748
